Isolepis nodosa
Cynoglossum paniculatum fma. azocartii
Proustia cuneifolia
Clitanthes humilis
Hypolepis chilensis
Onagra arguta
Phragmites australis
Juncus tenuis var. tenuis
Covillea nitida
Soliva urbica
Hypericum chilense
Lippia turbinata
Eugenia patagonica
Patagonium microphyllum
Nageia andina
Godetia ambigua
Plantago vidali
Adesmia pentaphylla
Sagina quitensis
Bothriochloa saccharoides var. parvispiculus
Trichocereus formosus
Adesmia dendroides
Solanum nitidum
Escallonia glandulosa
Amaryllis phycelloides
Alstroemeria magenta
Solanum tuberosum
Pleopeltis macrocarpa
Pyrrhocactus robustus
Chloraea gayana
Grausa martinii
Andesia haumaniana
Copiapoa desertorum
Leuceria canescens
Sphaeralcea collina
Carex delacosta
Juncus grandiflorus
Berberis chilensis var. diffusa
Nolana filifolia
Adiantum poiretii var. sulphureum
Verbascum virgatum
Alona baccata
Calamagrostis patula
Eucryphia cordifolia
Carex gayana
Satureja darwinii
Porophyllum ellipticum var. intermedium
Oenanthe huanaca
Azorella spinosa
Oxybaphus dichotumus
Stellaria circinata
Gutierrezia resinosa
Chabraea suaveolens var. integrifolia
Jarava pogonathera
Lathyrus epetiolaris
Eremodraba intricatissima
Hesperis antarctica
Sisymbrium foliosum
Conyza linearis
Malva tarapacana
Melica berteroana var. pilosula
Cuminia brevidens
Facelis plumosa
Cardionema andinum
Cyperus virens var. acutangulus
Oriastrum pulvinatum var. polymallum
Aster linoides
Baccharis serrulata var. pingraea
Haplopappus paucidentatus
Haplopappus prunelloides var. sphaerocephalus
Alisma lanceolatum
Lomaria blechnoides
Calceolaria palenae
Myostemma araucana
Patagonium papposum
Piptochaetium setosum
Distichlis spicata var. humilis
Escallonia virgata
Scyphanthus stenocarpus
Nassauvia dusenii
Convolvulus ovatus
Gentiana gilliesii
Hexaptera cicatricosa
Uralepis verticillata
Hippeastrum gayanum
Notopappus chryseus
Sisyrinchium flexuosum
Tropaeolum looseri
Nicotiana coquimbana
Bromelia lindleyana
Rhodophiala biflora
Lilaeopsis macloviana
Sophora donihuensis
Azorella depauperata
Rhodophiala laeta
Haplopappus villosus
Verbena trifida var. deserticola
Pitcairnia coerulea
Haplopappus canescens var. exserens
Cardamine tenuirostris subsp. reicheana
Junellia uniflora
Domeykoa perennis
Nassella pungens
Vincetoxicon biflorum
Lathyrus trichocalyx
Eulychnia breviflora subsp. iquiquensis
Habranthus fulgens
Nolana carrera
Lepidium angustissimum
Libertia falcata
Colletia armata var. insularis
Neoporteria deherdtiana
Lupinus arboreus
Nastanthus agglomeratus var. gayanus
Parapholis strigosa
Conanthera tenella
Grammitis repanda
Fuertesimalva peruviana
Calamagrostis nardifolia
Myrtophyllum chilense
Hedyotis brachypetala
Andropogon saccharoides subsp. parvispiculus
Menonvillea purpurea
Avena barbata
Carex firmula
Solenomelus biflorus
Stipa macrathera
Chilenia occulta
Berberis florida
Loasa pallida
Senecio antucensis var. lanuginosa
Mimulus depressus var. acaulis
Escallonia affinis
Benthamiella abietina
Descurainia stricta fma. umbellifera
Dioscorea pedatifida
Azara serrata
Cyperus eragrostis var. eragrostis
Hippeastrum modestum
Asarca longibracteata
Astragalus magellanicus
Piptochaetium pallidum
Oreobolus obtusangulus fma. borealis
Oxalis adenocaulos
Junellia ligustrina
Homalocarpus integerrimus
Triteleia poeppigiana
Leucocoryne narcissoides
Festuca octoflora
Misodendrum quadriflorum
Homoeanthus pungens
Corryocactus krausii
Acaena splendens var. gracilis
Gilia andicola
Trifolium cernuum
Astragalus litoreus
Chersodoma longipedicellata
Nassauvia argentea
Hypochaeris incana
Phippsia weredermannii fma. major
Podocarpus saligna
Baccharis angustifolia
Nassauvia pulcherrima
Baccharis marginalis
Diplopappus poeppigianus
Carex festiva
Lilaeopsis lineata
Plantago macrosperma
Amaryllis purpurata
Beilschmiedia miersii
Senecio otophorus
Polypogon littoralis var. crinitus
Quinchamalium bracteosum
Porophyllum ellipticum var. genuinum
Placea pratensis
Cerastium montioides
Sphaerocephalus lagascae
Mostacillastrum gracile
Piptochaetium purpuratum
Lycopodium alboffii
Tristagma graminifolium
Notanthera sternbergianus
Poa secunda subsp. secunda
Lomaria uliginosa var. magellanica
Macroptilium lathyroides
Asarca tenuiflora
Encelia tomentosa
Lycium chilense var. deserticum
Lophozonia heterocarpa
Plegorrhiza adstringens
Acacia caven var. dehiscens
Bomarea dulcis
Oriastrum pallidum
Deyeuxia chrysantha var. phalaroides
Deyeuxia heterophylla
Polypodium quadripinnatum
Dolia villosa
Chaetanthera pulvinata var. acuminati-bracteata
Lepidotis magellanica
Urtica magellanica subsp. bracteata
Claytonia trigona
Noticastrum philippii
Diplotaxis muralis
Chaetanthera albicans
Relchela panicoides
Aloysia tarapacana
Lathyrus hookeri var. trichocalyx
Melica violacea fma. mollis
Polypodium tottum
Linum macraei
Nassauvia dentata
Paronychia coquimbensis
Perezia pinnatifida
Senecio danyausii var. lobatifolia
Aira atropurpurea
Tanacetum vulgare
Betula antarctica
Neoporteria wagenknechtii var. napina
Eritrichium apricum
Calycera integrifolia
Acaena macropoda
Hypochaeris melanolepis
Neoporteria residua
Calandrinia prolifera
Trifolium crosnierii
Ornithogalum aridum
Oxalis eriorhiza
Dysopsis hirsuta
Hordeum jubatum fma. violaceum
Conyza andina
Tillaea moschata
Heliotropium chenopodiaceum var. genuinum
Hoffmannseggia viscosa
Azorella piligera
Nassella caespitosa
Salpiglossis brachysiphon
Collomia cavanillesii fma. lateritia
Phacelia boliviana
Calamaria savatieri
Trisetum spicatum subsp. cumingii
Tragacantha triflora
Phacelia brachyantha var. paniculata
Trichocline spathulata
Nicotiana heterophylla
Adesmia aphylla
Miersia leporina
Eragrostis attenuata
Ranunculus pozoaefolius
Thelocephala fankhauseri
Lasiorhiza foliosa
Acetosella trichocalyx
Callitriche deflexa
Neoporteria vallenarensis var. domeykoensis
Sisyrinchium graminifolium var. pumilum
Apium prostratum
Echthronema graminifolium
Neoporteria aspillagae
Priva cuneato-ovata
Achyrophorus scorzonerae
Stellaria parviflora
Bidens pilosa var. apiifolia
Eragrostis mexicana subsp. virescens
Alstroemeria revoluta
Briza stricta
Haplopappus linifolius
Gourliea chilensis
Haplodiscus tenuifolius
Montiopsis potentilloides
Elatine triandra
Achyrophorus meyenianus
Acaena tenuipila
Mirabilis elegans var. dichotoma
Proustia cuneifolia fma. tipia
Mutisia inflexa var. imberbis
Solanum brevistylum
Utricularia gibba
Haplorhus peruviana
Solanum alphonsei var. taguatagua
Quillaja saponaria
Polygonum acuminatum
Tarasa reichei
Sisyrinchium adenocarpum
Pteris sulphurea
Diplolepis nummulariifolia
Senecio coscayanus
Pernettya angustifolia
Lycopodium chonoticum
Epilobium obscurum
Gilia lanigera
Polypogon elongatus var. strictus
Sarcocornia magellanica
Senecio bowenkampi
Cichorium intybus
Poa pfisteri
Patagonium cinereum var. dichotomum
Dioscorea besseriana var. berteroi
Chaetanthera euphrasioides var. spinulosa
Junellia digitata var. digitata
Patagonium trifoliolatum
Stipa hirta
Gnaphalium purpureum var. mucronatum
Plantago macrantha var. hirsuta
Hypochaeris scorzonerae var. glabrata
Fabiana araucana
Nothofagus macrocarpa
Patagonium glandulosum
Amblyopappus pusillus var. pusillus
Festuca arenaria
Cochranea filifolia
Scirpus melanostachys
Solanum angustifolium var. brevifolium
Malesherbia solanoides var. rugosa
Trifolium pratense
Lippia fragrans
Polystichum berterianum
Gilia navarettia
Sagittaria rhombifolia
Calamagrostis nemoralis
Allionia micrantha
Malva verticillata
Suaeda nesophila
Eugenia affinis
Vincetoxicum chiloense
Cardamine nana
Loeflingia ramosissima
Sarcocornia andina
Neobartsia serrata
Onagra undulata
Copiapoa cinerea var. tenebrosa
Eugenia proba
Bowlesia tropaeolifolia var. cirrosa
Senecio hakeifolius var. adenophyllus
Ribes lacarense
Conyza araucana
Aplocarya divaricata
Senecio floccidus
Senecio microcephalus var. aclonetus
Senecio trifurcatus
Peperomia skottsbergii
Elaphoglossum gayanum
Helianthus gayanus
Alstroemeria gayana
Senecio pratensis var. delfinii
Sarcocornia pulvinata
Leucheria salina
Proselia serrata
Lobelia salicifolia
Luma temu
Griselinia racemosa
Galium brevifolium
Gamocarpha alpina subsp. gilliesii
Azorella transverse-striata
Oreobolus clandestinus
Arabis drabaeformis
Lilaeopsis andina var. multivittata
Aster macraenus
Frankenia berteroana
Senecio nigrescens
Mentha x piperita
Argylia adscendens
Microseris pygmaea
Dichondra parviflora
Aloysia reichei var. trilobata
Eritrichium bracteatum
Adesmia araucana
Osteocarpus spathulatus
Oxytheca dendroidea
Eritrichium glabratum
Neoporteria microsperma
Johnstonella diplotricha
Chelone ruelloides
Amaryllis advena
Eleocharis cordillerana
Cassia stipulacea var. tenuistipula
Senecio bipinnatifidus
Blechnopteris hastata
Aster moelleri
Polylepis tarapacana var. multisquamata
Lobelia tupa var. montana
Valerianella rimosa
Sisyrinchium spicatum
Anthoxanthum redolens var. redolens
Carex dusenii
Cyperus virens
Heleniastrum glaucum
Haloragis masatierrana
Calystegia tuguriorum
Uncinia phleoides var. longispica
Baccharis confertifolia
Eritrichium laxiflorum
Tropaeolum gracile
Heliotropium canum
Oxalis paposana
Azorella nervosa
Muhlenbergia fastigiata
Nassauvia struthionum
Gutierrezia taltalensis
Desfontainia splendens
Conyza cupressiformis
Patagonium glutinosum
Ludwigia peploides
Pleurosorus papaverifolius var. hirsuta
Calceolaria polifolia
Calandrinia thyrsoidea
Ochagavia grandiflora
Errazurizia multifoliolata
Tropaeolum chilense var. eximium
Puya rubricaulis
Atriplex humilis
Helosciadium deserticolum
Linum oligophyllum
Juncus microcephalus var. intermedius
Carex gayana var. rufa
Neoporteria vallenarensis
Aster parvifolius
Huidobria chilensis
Leucocoryne alliacea
Cruckshanksia pumila
Chloraea pearcei
Astrolepis sinuata
Petrorhagia dubia
Desfontainia costaricensis
Conanthera passeriflora fma. immaculata
Xenophyllum juniperinum
Carex nebularum fma. major
Alchemilla alata
Dichondra repens var. microcalyx
Nolana litoralis
Copiapoa cinerea var. haseltoniana
Witheringia tomatillo
Oxalis gigantea
Xanthoxalis valdiviensis
Euphorbia lactiflua
Senecio pappii
Mutisia bracteata
Eulychnia iquiquensis var. pullilana
Adesmia oresigena
Dicranopteris pedalis
Gaultheria myrtilloides var. racemosa
Stemodia chilensis
Draba davilae
Phaca cryptantha
Parablechnum ciliatum
Pyrrhocactus neohankeanus var. flaviflorus
Ivania cremnophila
Calandrinia arenaria var. vicina
Hoffmannseggia prostrata
Myostemma berteroana
Synammia espinosae
Lepidium araucanum
Centaurea dianthoides
Ligaria coronata
Aster saxatilis
Argythamnia canescens
Leuceria andryaloides
Arctotheca calendula
Glandularia berteroi
Myosotis discolor subsp. canariensis
Lemna valdiviana var. robusta
Pleurosorus papaverifolius var. nana
Egania revoluta
Juncus involucratus
Exodeconus flavus
Cistanthe cabrerae
Sisyrinchium sessiliflorum
Skytanthus acutus
Dioscorea humilis subsp. humilis
Erigeron spiculosus
Montiopsis gilliesii
Verbena chilensis
Alstroemeria andina subsp. venustula
Eriochloa montevidensis
Oreocereus leucotrichus
Cynoctonum nummulariifolium
Stipa pfisteri
Oxalis hirthii
Neoporteria litoralis
Festuca contracta
Didymochaeta chilensis
Schizanthus gracilis
Galium philippianum
Phaca rahmeri
Patagonium retusum var. grisebachii
Collomia coccinea
Cistanthe oblongifolia
Mutisia rosea
Bignonia meyeniana
Cynanchum deserticola
Pingraea sagittalis
Lithraea montana
Cristaria gracilis
Eragrostis curvula
Zephyranthes phycelloides
Polystichum vestitum
Gnaphalium leucocephalum
Eleocharis valdiviana
Argythamnia tricuspidata var. lanceolata
Astragalus confinis
Cardamine volckmannii
Echinochloa crus-galli var. crus-galli
Caltha alata
Muhlenbergia asperifolia
Patagonium echinus
Diplachne tarapacana
Adiantum sulphureum var. majus
Sagina procumbens
Mutisia viciaefolia var. hirsuta
Calandrinia graminifolia
Habranthus chilensis
Amaryllis laeta
Cynoglossum decurrens
Pyrrocoma nuttalli
Gilliesia attenuata
Croton chilensis
Tricuspidaria patagua
Viola magniflora
Isolepis angachillensis
Mulguraea tridens
Nassella tenuis
Maytenus magellanica
Hybanthus parviflorus var. latifolius
Neoporteria jussieui var. setosiflora
Polyachyrus bridgesii
Lepidium spicatum var. calyx-persistente
Nothoscordum sellowianum var. brevispathum
Astragalus rhudolphi
Fabiana barriosi
Bipinnula philipporum
Plantago leptophylla
Hexaptera pinnatifida
Carex fuscula var. pseudextensa
Triticum repens var. magellanicum
Elynanthus antarcticus
Petunia parviflora
Oxalis niveiphylla
Plagiobothrys albiflorus
Stipa neesiana var. fernandeziana
Heterosperma pinnatum var. ovatifolium
Atriplex prostrata
Azorella glacialis
Asarca densa
Nolana crassulifolia
Copiapoa echinoides var. cuprea
Ranunculus crassipes
Calandrinia involucrata
Apium ammi var. genuinum
Eritrichium germainii
Hoita glandulosa
Viola chamaedrys
Prunus cerasus
Chloraea calopogon
Isolepis andina
Alona microphylla
Oxalis paniculata
Sisymbrium austriacum
Evolvulus sericeus var. elongatus
Carex gayana var. densa
Aster pineus
Poa chorizantha
Polypodium intermedium var. fernandezianum
Haplodiscus zanartui
Aloysia ligustrina
Gilia gayana
Patagonium tenuicaule
Senecio murinus
Amaranthus deflexus
Thryothamnus junciformis
Pabellonia oxypetala
Solanum puberulum
Cynanchum nanellum
Coldenia atacamensis
Hypsela atacamensis
Catabrosa frigida
Ranunculus monanthos
Cinnagrostis cabrerae var. aristulata
Anacharis chilensis
Nothofagus nitida
Proustia reticulata
Hypochaeris clarionoides
Solanum subandinum
Ipomoea pes-caprae
Astragalus concinnus
Piqueria floribunda
Pyrrhocactus jussieui var. spinosior
Scirpus terminalis
Eriosyce crispa
Apium panul
Amaranthus blitum subsp. emarginatus
Huanaca bergii
Pimpinella andina
Dieterica paniculata
Calandrinia callithrix
Juncus ernesti-barrosii
Porcellites apargioides
Aristida humilis
Acaena krausei var. massonandra
Ranunculus exilis
Gentiana magellanica
Acetosella squarrosa
Puya venusta
Tupa feuillei var. mucronata
Endocoma peruviana
Miersia rusbyi
Prosopis flexuosa var. fruticosa
Cardamine vulgaris var. marginata
Myrceugenia parvifolia
Carex macrotrichoides
Panargyrum spinosum
Stachys andina
Briza violascens
Margyricarpus setosus
Lactuca sativa
Ovidia parviflora
Juncus effusus
Quinchamalium tarapacanum
Caltha andicola
Suaeda foliosa
Azorella rahmeri
Deyeuxia chrysantha
Sisyrinchium frigidum
Echinocactus bolivianus
Senecio troncosii
Chaetanthera sublignosa
Rorippa austroamericana
Enargea radicans
Nassauvia nivalis var. sericea
Polyachyrus carduoides
Solanum paposanum
Philibertia rahmeri
Asarca spectabilis
Prunella vulgaris
Carex sagei
Latace volkmanni
Epilobium pedicellare var. latifolium
Carex latibracteolata
Aster griseus
Boopis breviscapa
Erigeron othonnifolius
Collomia pusilla
Adesmia ovallensis
Perezia multiflora
Chabraea poeppigii
Galium ovalleanum
Elaphoglossum tahitense
Blechnum paschale
Carex catamarcensis
Poa scaberula subsp. scaberula
Isolepis varians
Anagallis minima
Puya whytei
Chloraea bletioides
Calceolaria pristiphylla
Cryptantha kingii
Scirpus albescens
Eragrostis nigricans var. punensis
Ranunculus cymbalaria var. americanus
Acaena laevigata var. venulosa
Haplodiscus latifolius
Senecio chrysanthemoides
Wahlenbergia grahamae
Calceolaria nitida
Scirpus flavescens
Conyza deserticola
Acaena pinnatifida subsp. nudiscapa
Loasa mollensis
Scirpus didymostachyus
Galium nigricans
Agoseris pumila
Hierochloe juncifolia
Galium corymbosum
Triptilion cordifolium
Fuchsia magellanica var. molinae
Tetrachondra patagonica subsp. fuegiana
Calceolaria meyeniana subsp. cheiranthoides
Calopappus acanthifolius
Acaena oligacantha
Chloraea liliaceae
Trichocereus deserticola
Erigeron cinereus
Paronychia coquimbensis var. appressa
Calceolaria chiloensis
Fagus dombeyi
Fuertesimalva chilensis
Aplophyllum ilicifolium
Carex hieronymi
Tagetes minuta
Poa gayana
Senna arnottiana
Sassia perdicaria
Haplopappus pusillus
Bolelia humilis
Zephyranthes tenuiflora
Triglochin lechleri
Fagelia prichardii
Aristida glaberrima
Rumex romassa
Blechnum brevifolium var. brevifolium fma. semidecurrens
Euphorbia engelmannii var. depressa
Amaryllis lineata
Pyrrhocoma reticulata
Paspalum paschale
Haplopappus mucronatus
Sium latifolium
Menonvillea orbiculata var. perplexa
Alona rostrata
Sisyrinchium junceum var. asperulum
Cristaria multiflora
Pernettya myrtilloides var. linifolia
Juncus tenuis var. occidentalis
Acaena trifida var. trifida
Lepidium cumingianum subsp. berteroanum
Erigeron philippii fma. tragopogonoides
Cardamine micropetala
Weinmannia chilensis
Baccharis humifusa
Frankenia farinosa
Phaca araucana
Palma chilensis
Oxalis laciniata
Colliguaja integerrima
Pernettya gayana
Gunnera chilensis
Haplopappus chrysanthemifolius
Frankenia chilensis
Stenodraba glareosa
Tylloma glabratum var. rotundifolium
Hoorebekia chiloense
Racosperma paradoxa
Chloraea chrysochlora
Escallonia rubra var. dumetorum
Ruppia andina
Haplopappus marginalis var. heterophysus
Alstroemeria simsii
Eriosyce spinibarbis
Solanum fernandezianum
Sisymbrium septaceum
Schizopetalon brongniartii
Plantago macrantha
Cenchrus longisetus
Melica valdiviana
Haplopappus heterophysus
Carex andicola
Alstroemeria mollensis
Senecio dealbatus
Senecio pseudalmeidae
Azorella monantha
Acaena micranthera
Gourliea decorticans
Sanicula macrorhiza var. andina
Stipa leptostachya
Festuca gracillima var. glacialis
Deschampsia vestita
Deschampsia pulchra
Oxalis colchaguensis
Blechnum hastatum fma. punctatum
Anaphalis chilensis
Plantago sericea subsp. sericans
Senecio valderramae
Boopis gracilis var. pozoaeformis
Helianthus glutinosus
Sisymbrium sagittatum var. commune Speg. var. 
Stipa pungionata
Senecio saxicola
Eriosyce garaventae
Patagonium laxum
Adesmia tenuis
Patagonium balsamicum
Astragalus germaini var. azureus
Neoporteria occulta
Mimulus propinquus
Deyeuxia polystachya
Perezia ciliosa
Bryopsis andicola
Senecio arenicola
Calceolaria obtusifolia
Alstroemeria ligtu subsp. simsii
Leuceria araucana
Molina salicifolia
Poa araucana
Caiophora rahmeri
Vulpia antofagastensis
Micromeria darwinii
